#{"t_start": 1787137381.6485176, "env_id": "None"}
r,l,t
455.33967,596,1086.092446
457.078473,567,1090.596486
453.6922,561,1093.112628
454.780644,571,1097.724566
450.069496,530,1099.965436
459.838541,647,1105.052218
459.993267,607,1107.610219
455.756104,583,1112.201678
455.192252,561,1116.681841
457.637778,587,1119.152398
452.700855,549,1123.649342
457.013758,593,1126.168897
462.078834,627,1130.904354
456.356603,577,1133.225658
453.173476,557,1137.417499
458.337763,629,1141.946167
458.890551,614,1144.560776
460.291209,639,1149.233596
455.451303,577,1152.055787
456.80726,591,1156.514658
457.625909,601,1161.15102
455.208255,559,1163.366802
458.222881,593,1167.897468
458.334177,595,1170.492828
456.123886,581,1175.282757
455.384467,567,1177.991522
451.317725,537,1182.52437
456.056694,565,1185.014196
460.699498,619,1189.500253
451.701309,533,1193.70981
460.482391,656,1196.475797
451.849364,533,1200.678511
458.449215,591,1203.179216
457.723729,589,1207.514654
451.912771,548,1209.645437
456.571068,569,1214.087508
452.489748,538,1216.381234
458.778469,595,1220.883786
452.672738,523,1225.092209
453.798412,569,1227.460078
455.255763,559,1231.758043
450.194666,518,1234.020272
458.640313,593,1238.612161
455.98456,567,1241.112744
456.117045,578,1245.357595
455.824877,566,1247.806748
453.220541,536,1252.011189
453.640257,541,1254.225613
454.78406,563,1258.428829
450.593195,516,1262.588768
452.896514,536,1264.950141
454.454888,576,1269.694124
456.090144,582,1272.463965
454.14851,539,1277.01512
453.834133,546,1279.35374
455.033801,563,1283.733184
454.974408,555,1286.171926
459.055259,578,1290.590201
449.619962,560,1292.91573
457.283956,572,1297.348278
456.309227,595,1302.19064
455.910302,580,1304.415057
454.096495,547,1308.963267
451.394083,526,1311.221602
454.763909,539,1315.400096
456.222654,566,1317.777796
452.853482,554,1322.130177
454.300305,533,1324.440657
452.833413,529,1328.80871
451.690631,519,1331.228284
450.790886,516,1335.3922
455.663001,566,1338.067603
457.504942,579,1342.551346
454.807699,562,1347.095205
452.813098,554,1349.37446
454.602311,550,1353.662416
454.21372,547,1355.942727
454.210966,558,1360.550281
451.059004,533,1363.087702
452.267044,529,1367.657743
457.210326,580,1370.111486
454.52756,551,1374.415064
451.168406,523,1376.701181
453.585821,558,1380.960535
457.162911,576,1383.32124
453.975028,557,1387.290946
452.284858,537,1391.275691
454.243233,551,1393.534173
454.292391,552,1397.6932
458.090979,595,1400.370394
453.697995,548,1404.76972
454.198134,550,1407.073018
451.703488,550,1411.191506
455.955981,573,1413.365377
453.843022,560,1417.680321
453.915664,545,1420.053163
452.892229,527,1424.100357
455.007248,567,1428.778333
455.214465,552,1431.286561
451.118143,520,1435.778709
456.422059,570,1438.132832
453.677961,536,1442.537527
456.959708,565,1444.934363
454.066581,567,1449.457721
458.798865,593,1451.984192
453.976872,542,1456.282617
453.318956,554,1458.384002
451.900557,547,1462.464264
450.384018,507,1465.211097
452.950736,534,1469.882175
452.662562,521,1472.299172
452.090111,531,1476.129097
453.78046,545,1480.685431
452.356574,527,1482.917028
452.72289,539,1487.725341
453.736153,539,1489.824543
451.143113,515,1493.982466
453.21063,536,1496.226626
453.345478,533,1500.387959
455.434548,553,1502.614244
450.388342,513,1506.825643
451.73572,520,1508.982777
449.147242,496,1513.017517
453.193596,532,1515.237283
447.740463,498,1519.540896
451.752698,516,1521.55654
451.791921,519,1525.546077
453.003456,536,1527.615238
451.888202,525,1532.308288
457.781837,566,1534.925883
