#{"t_start": 1787137381.678987, "env_id": "None"}
r,l,t
454.584551,553,1338.037296
449.202672,524,1342.340302
454.905361,560,1344.859035
452.917246,550,1349.104938
457.37484,589,1353.54906
454.934434,558,1355.849022
454.424576,553,1360.446456
455.924214,561,1363.123874
454.354633,569,1367.864634
456.929389,587,1370.361189
454.822094,586,1374.736127
454.241656,547,1377.24283
453.35996,537,1381.323165
455.674491,603,1385.505212
459.024253,594,1387.841337
459.064277,617,1392.25077
457.296784,625,1394.766574
455.883187,569,1399.20351
452.1857,532,1401.673949
450.169615,525,1405.76205
452.529523,537,1408.125296
454.085398,579,1412.070917
454.748639,566,1416.360645
450.723059,525,1418.477125
454.149345,549,1422.788832
448.692054,512,1424.954149
453.624393,561,1429.539757
453.525485,546,1432.043959
450.80934,529,1436.672533
455.311254,560,1439.043446
450.326839,519,1443.209243
450.799746,543,1445.707916
457.304563,584,1450.12645
456.618002,580,1452.732913
455.856141,562,1457.022359
455.226633,571,1460.794776
452.243791,533,1463.406
451.428036,525,1468.489652
452.749403,526,1470.668282
451.966904,543,1474.98495
449.146958,517,1477.181442
450.837519,513,1481.41168
456.220983,561,1483.805445
449.50618,508,1488.365126
450.868806,516,1490.412663
453.348058,545,1494.628845
456.082118,563,1497.037091
454.83876,554,1501.32216
453.433396,538,1503.569552
456.019981,565,1507.988574
456.368946,631,1512.405961
454.622245,549,1514.78703
449.572221,505,1519.109667
454.282533,553,1521.274016
452.848971,544,1525.388663
450.826121,505,1527.327091
453.377273,535,1532.054549
455.432982,556,1534.60223
