#{"t_start": 1787137381.6571233, "env_id": "None"}
r,l,t
463.816768,643,963.87358
461.35693,629,966.671255
460.057409,618,971.628199
460.71487,616,974.504325
462.186924,640,978.962342
460.099598,619,983.310304
459.919446,616,985.961574
458.492123,606,990.477582
462.938405,667,995.390048
453.951771,571,997.859258
460.349013,622,1002.553464
463.211712,660,1005.387965
458.024936,592,1009.850536
459.146845,606,1013.746109
456.381801,583,1016.202674
458.03117,616,1020.810545
452.857579,565,1022.978537
458.784724,606,1027.529876
454.487432,577,1030.196743
459.697509,631,1035.035568
461.520021,629,1039.842054
462.485342,633,1042.399101
455.104646,564,1046.492939
457.184121,576,1048.774967
453.556618,571,1053.070037
458.470239,622,1057.868862
454.862758,569,1060.283598
463.669427,625,1064.970996
457.71829,593,1067.426729
453.176021,542,1071.730632
455.90929,567,1074.130141
457.385048,611,1078.95646
460.587813,622,1083.949641
452.363891,538,1086.261706
455.321016,558,1090.747312
459.335505,639,1093.629263
457.623514,628,1098.437987
459.247303,643,1101.388327
455.325279,606,1106.101775
459.105227,606,1110.744021
457.974295,584,1113.236878
458.863437,592,1117.678396
458.909147,592,1120.559423
456.960381,603,1125.061842
455.853128,585,1129.742068
455.093705,570,1131.944854
455.646967,575,1136.183358
455.254647,567,1138.661544
457.670034,598,1143.051788
452.395801,536,1145.362953
454.204584,562,1149.699091
458.340447,595,1152.590072
455.571065,567,1156.835087
454.493661,558,1161.312708
459.908545,623,1163.752004
458.969725,632,1168.562855
460.737687,612,1171.290591
457.399382,589,1176.074235
459.077885,601,1181.058919
454.174811,561,1183.434784
454.377533,556,1187.97474
452.962485,560,1190.170775
455.59259,568,1194.621212
452.6934,525,1196.743634
454.574296,562,1201.120456
454.618217,563,1203.422116
454.904599,565,1207.661828
453.875426,577,1210.045188
453.88961,544,1214.24653
455.737293,566,1218.682165
455.713268,558,1221.06151
457.776255,588,1225.523211
455.941391,588,1228.01193
457.071555,571,1232.378364
454.352072,579,1234.762394
454.612592,568,1239.331613
456.55822,633,1243.926316
453.851099,546,1246.16207
458.849651,578,1250.63795
450.758249,521,1252.754276
453.145239,538,1256.934579
453.770608,539,1259.209467
455.867939,577,1263.656066
455.701915,561,1266.118412
457.91616,577,1270.915151
456.790802,595,1273.912251
451.329455,519,1278.081708
455.047359,563,1282.559561
451.593196,519,1284.651999
450.616531,511,1288.895145
452.149873,528,1291.233884
456.425037,591,1295.467929
456.021858,566,1298.161276
450.620932,512,1302.463598
455.599442,572,1304.681066
453.149287,565,1309.278092
451.910996,510,1311.553087
450.234454,502,1315.53998
450.178697,527,1317.736987
453.628408,562,1322.125401
451.630527,560,1324.560945
455.264694,556,1329.027973
455.168819,573,1331.732826
453.690901,557,1335.997555
454.67649,551,1340.649462
456.557687,569,1343.079218
453.533749,554,1347.636343
456.879536,566,1349.861426
455.944372,571,1354.322876
456.211872,567,1356.766317
457.042681,581,1361.355825
449.297121,511,1364.021806
453.259887,543,1368.382221
454.031979,564,1370.92453
452.422039,531,1374.992846
449.936522,539,1379.427897
452.435253,536,1381.48661
452.858692,522,1385.423863
454.932301,564,1387.619415
454.801629,567,1391.854795
456.410931,582,1394.199273
456.193302,575,1398.466419
450.518067,524,1400.884254
455.564996,559,1405.300308
453.820914,544,1407.608958
451.673893,521,1411.468774
455.194838,552,1413.661418
449.722323,514,1417.754828
449.846375,503,1419.91347
452.827716,534,1424.021114
455.12249,562,1426.51073
451.788307,538,1431.10916
451.314887,534,1435.692606
451.228664,512,1437.828929
453.076107,551,1442.297978
453.549637,554,1444.62127
449.526685,520,1448.968879
453.434044,536,1451.228495
454.881413,563,1455.590856
454.065018,552,1457.817525
450.173293,511,1461.535223
453.836004,536,1464.28971
449.546272,504,1469.084936
452.161005,529,1471.342762
455.779347,552,1475.495819
455.986326,565,1478.061387
453.638416,530,1482.305599
452.555421,531,1484.813288
452.986284,537,1489.142539
452.850035,538,1491.405708
456.071426,556,1495.699065
451.620028,529,1499.932044
453.178808,536,1502.036947
456.191848,550,1506.353583
449.321917,500,1508.492527
449.970256,514,1512.531769
450.464103,504,1514.704082
456.490918,574,1519.323908
456.674354,564,1521.529341
450.264932,508,1525.484036
454.171841,541,1527.570468
449.710879,515,1532.230742
453.161748,536,1534.704333
